halId_s,docType_s,doiId_s,title_s,authFullName_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,publicationDateY_i,conferenceStartDateY_i,keyword_s
hal-01954565,COMM,,Spécification système d'interactions physico-physiologiques de perception sensorielle,"Frédérique Mayer,Jean-Marc Dupont,Fabien Bouffaron,Romain Lieber,Gérard Morel",,,"3e Journées de l’Automatique du GDR MACS, JAMACS 2018",2018,2018,
hal-02568271,REPORT,,"Livrable 2 - projet DHDA – Des Hommes et Des Arbres\, les racines de demain. Lauréat de l’AMI Territoire Innovant de Grande Ambition (TIGA) étude 8 La Fabrique DHDA (mise en perspective du mode Living Lab sur l’écosystème du projet)","Claudine Guidat,Laurent Dupont,Mathieu Ruillet",,,,2018,,
hal-01902960,COUV,,Innovation Spaces: New Places for Collective Intelligence?,"Laure Morel,Laurent Dupont,Marie-Reine Boudarel",,,,2018,,
hal-03186694,COUV,10.1002/9781119557883.ch7,The “Eco-innovative” Milieu: Industrial Ecology and Diversification of Territorial Economy,Fedoua Kasmi,,,,2018,,
hal-01910588,ART,10.1016/j.ijhydene.2018.09.177,Trends in design of distributed energy systems using hydrogen as energy vector: A systematic literature review,"Juan Fonseca,Mauricio Camargo,Jean-Marc Commenge,Laurent Falk,Iván Gil",International Journal of Hydrogen Energy,Elsevier,,2018,,"Power-to-gas,Renewable sources,Decarbonization,Hydrogen,Energy carrier,Decentralized energy system"
hal-01885133,COMM,,"Air quality monitoring using stationary versus mobile sensing units: a case study from Lorraine\, France","Adriana-Simona Mihaita,Laurent Dupont,Olivier Cherry,Mauricio Camargo,Chen Cai",,,25th ITS World Congress 2018,2018,2018,"Air pollution,Eco-neighbourhood,Stationary and mobile sensing"
hal-01895196,COMM,,La performance au bloc opératoire : le Lean Six-sigma est-il applicable et pertinent ?,"Fabienne Paillet,Auguste Rakotondranaivo,Elisabeth Gloaguen.",,,9ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers - GISEH,2018,2018,"Performance,Bloc opératoire,Lean Management,DMAIC"
hal-01895198,COMM,,Le Lean au service de la performance : application de la démarche DMAIC pour la restructuration d’un service de pédiatrie,"Audrey Janus,Auguste Rakotondranaivo,Laurence Bolardi",,,9ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers - GISEH,2018,2018,"DMAIC,Performance,Restructuration,Pédiatrie,Lean"
hal-01915689,COMM,,Assisting Urban Planning Practitioners Facing UHI and Related Vulnerability Issues with a Co-Designed Tool : DIACLIMAP Project,"Julien Bouyer,François E. Leconte,Rémy Claverie,Adrien Ferry,Rémi Pierrat,Géraldine Bur,Dominique Hebrard,Pierre Lainé,Benjamin Piccinnini,Philippe Jary,Laëtitia Boithias,Laurent Dupont,Olivier Chery",,,10th International Conference on Urban Climate/14th Symposium on the Urban Environment,2018,2018,
hal-01796613,ART,10.1016/j.simpat.2018.05.005,Multi-objective traffic signal optimization using 3D mesoscopic simulation and evolutionary algorithms,"Adriana Simona Mihăiţă,Laurent Dupont,Mauricio Camargo",Simulation Modelling Practice and Theory,Elsevier,,2018,,
hal-01868686,ART,10.1016/j.compchemeng.2018.08.032,Incorporation of Heuristic Knowledge in the Optimal Design of Formulated Products: Application to a Cosmetic Emulsion,"Javier Arrieta-Escobar,Fernando Bernardo,Alvaro Orjuela,Mauricio Camargo,Laure Morel",Computers & Chemical Engineering,Elsevier,,2018,,"Emulsion,Hair Conditioner,Cosmetic,Heuristics,Product Design,Optimization"
hal-02568260,REPORT,,"Livrable 1 - projet DHDA – Des Hommes et Des Arbres\, les racines de demain Lauréat de l’AMI Territoire Innovant de Grande Ambition (TIGA) étude 8 La Fabrique DHDA (mise en œuvre du mode Living Lab)","Claudine Guidat,Laurent Dupont,Mathieu Ruillet",,,,2018,,
hal-02025863,COMM,10.1109/ICE.2018.8436326,Sustainable Management of Roadside: Towards a Research Agenda,"Sandra Cecilia Bautista Rodríguez,Mauricio Camargo Pardo,Laure Morel,Christophe Bachmann",,,"2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2018,2018,
hal-01863819,COMM,10.1109/ICE.2018.8436296,3D-Printing Based Distributed Plastic Recycling: A Conceptual Model for Closed-Loop Supply Chain Design,"Pavlo Santander,Fabio Cruz,Hakim Boudaoud,Mauricio Camargo",,,"2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2018,2018,
hal-01858370,COMM,10.1109/ICE.2018.8436302,"Modelling\, Printing and Validation of Dental Dry Models for Implantology Skills Training","Ramses Albuquerque,Giovanny Arbelaez,Fabio Cruz,Mauricio Camargo,David Joseph,Nguyen Tran",,,"2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2018,2018,"Dry Model,Additive Manufacturing,3D Print- ing,Surgical training"
hal-01841822,COMM,,Exploring the notion of situation for responsive manufacturing systems specification issues,Frédérique Mayer,,,16th IFAC INCOM,2018,2018,"Situation,System,Responsiveness,Simplexity,Knowledge-enhanced interoperability,Systems engineering"
hal-01885250,COMM,10.1109/REM.2018.8421771,Implementing of Project-Based and Skill Assessment Pedagogy in Mechatronics Course,"Alaa Hassan,Valerie Rault,Patrick Truchot",,,2018 19th International Conference on Research and Education in Mechatronics (REM),2018,2018,
hal-03066071,ART,10.3166/ISI.23.2.61-88,Une approche de conception de systèmes multi-agents dédiés à la gestion des connaissances,"Davy Monticolo,Alex Gabriel,Pedro Chavez Barrios",Ingéniérie des Systèmes d'Information,Lavoisier,,2018,,
hal-02789494,COMM,,INNOVATION MANAGEMENT PRINCIPLES FROM ISO 50500 SERIES,"Alice de Casanove,Laure Morel",,,International Association for Management of Technology IAMOT 2018,2018,2018,
hal-03640894,OTHER,,"invité à la table ronde « Les tiers lieux\, viviers de l’innovation et du développement économique »",Laurent Dupont,,,,2018,,
hal-01868811,COMM,10.1145/3234253.3234306,A Universal Framework For Systemizing the Evaluation of Immersive And Collaborative Performance,"Laurent Dupont,Marc Pallot,Olivier Christmann,Simon Richir",,,VRIC '18: Virtual Reality International Conference - Laval Virtual,2018,2018,
hal-01837932,ART,10.3390/admsci8010006,Firm Readiness Level for Innovation Projects: A New Decision-Making Tool for Innovation Managers,"Daniel Galvez,Manon Enjolras,Mauricio Camargo,Vincent Boly,Johan Claire",International Review of Administrative Sciences,SAGE Publications,,2018,,"Innovative project management,Novelty degree,Decision-making,Best practices"
hal-01812007,ART,10.1016/j.ergon.2017.12.002,Contribution to the objective assessment of technical skills for surgery students: An accelerometer based approach,"Giovanny Arbelaez Garces,David Joseph,Mauricio Camargo,Nguyen Tran,Laure Morel",International Journal of Industrial Ergonomics,Elsevier,,2018,,"Objective assessment,Basic skills,Suturing,Dental pedagogic strategy,Accelerometers"
hal-01699590,POSTER,,A Semantic Approach to Manage Ideas in an Innovation Process,"Davy Monticolo,Sahbi Sidhom,Pedro Chávez Barrios",,,SÉMINAIRE DE L'ÉCOLE DOCTORALE RP2E : 13 Février 2018,2018,2018,
hal-02322097,ART,10.7202/1049960ar,L’indice d’innovation potentielle (IIP) : un diagnostic de la capacité à innover au service des PME,"Manon Enjolras,Mauricio Camargo,Vincent Boly",Revue Internationale PME,Editions Management et Société (EMS),,2018,,
hal-03043030,COUV,,Innover et exporter : un défi à relever pour les PME,Manon Enjolras,,,,2018,,
hal-02157341,ART,10.3917/proj.020.0091,"Vers une meilleure compréhension du concept de design,Towards a Better Understanding of the Concept of Design,Hacia una mejor comprensión del concepto de diseño","Linda Stefany Acosta Salgado,Laure Morel,Isabelle Verilhac",Projectics / Proyéctica / Projectique,De Boeck Supérieur,,2018,,
hal-01868707,ART,10.1007/s13177-018-0160-z,Predicting Air Quality by Integrating a Mesoscopic Traffic Simulation Model and Simplified Air Pollutant Estimation Models,"Adriana Simona Mihăiţă,Mirian Benavides Ortiz,Mauricio Camargo,Chen Cai",International Journal of Intelligent Transportation Systems Research,Springer Verlag,,2018,,
hal-02984917,COMM,,Definition and verification of functional safety concepts for the definition of safe logical architectures,"Pierre Mauborgne,Eric Bonjour,Christophe Perrard,Samuel Deniaud,Eric Levrat,Jean-Pierre Micaëlli,Dominique Loise",,,"8th International Conference on Complex Systems Design & Management, CSD&M’17",2017,2017,
tel-01816267,THESE,,"Biorefinery supply chain design optimization under sustainability dimensions,Optimisation de la conception de la chaîne d’approvisionnement pour une bioraffinerie durable",Andrea Teresa Espinoza Pérez,,,,2017,,"Biorefinery,Sustainability,Optimization,Supply chain,Bioraffinerie,Durabilité,Optimisation,Chaine d’approvisionnement"
hal-01713737,COMM,10.1109/SITIS.2017.87,An Organizational Model to Understand the Creativity Workshop,"Pedro Chávez Barrios,Davy Monticolo,Sahbi Sidhom,Alex Gabriel",,,SITIS - The 13th International Conference on SIGNAL IMAGE TECHNOLOGY & INTERNET BASED SYSTEMS,2017,2017,"Text analysis,Knowledge organization system,Annotation Sémantique,Component,KROM,Creativity workshops,Knowledge management"
hal-03066106,COMM,10.1109/SITIS.2017.86,Virtual Reality and Recommendation System to Design Mobility System,"Alex Gabriel,Mario Ortiz",,,2017 13th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS),2017,2017,
hal-01629305,ART,10.1016/j.cherd.2017.10.012,Modeling and optimization of a photocatalytic process: Degradation of endocrine disruptor compounds by Ag/ZnO,"Alma Berenice Jasso-Salcedo,Sandrine Hoppe,Fernand Pla,Vladimir Alonso Escobar-Barrios,Mauricio Camargo,Dimitrios Meimaroglou",Chemical Engineering Research and Design,Elsevier,,2017,,"Artificial neural networks,Optimization,Photocatalysis,Bisphenol-A"
hal-01666762,ART,10.1002/inst.12181,The first ROBAFIS-ROBSE international student competition in Systems Engineering,"Jean-Claude Tucoulou,Eric Bonjour,David Gouyon",INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,2017,,"RobAfis,RobSE,Systems Engineering"
emse-03516874,COMM,,Multi-Objective Hub Location Problem With A Competition Cooperation Hub And Fuzzy M/M/1 Queue System,"S. Ehsan Ehsan Hashemi-Petroodi,Reza Tavakkoli-Moghaddam,Shervin Kadkhoda-Ahmadi",,,47th International Conference on Computers & Industrial Engineering 2017 (CIE47) : How Digital Platforms and Industrial Engineering are Transforming  Industry and Services,2017,2017,
hal-01837933,ART,10.1080/16258312.2017.1354649,Overview of phenomena occurring in supply chains during the emergence of innovation,"Brunelle Marche,Vincent Boly,Laure Morel,Mauricio Camargo,J. Roland Ortt",Supply Chain Forum: An International Journal,Kedge Business School,,2017,,"Case study,Observable phenomena,Misfi,Innovation,Supply chain design"
hal-02283881,ART,,Exploring Mixed-methods Instruments for Performance Evaluation of Immersive Collaborative Environments,"Laurent Dupont,Marc Pallot,Laure Morel,Olivier Christmann,Vincent Boly,Simon Richir",International Journal of Virtual Reality,IPI Press,,2017,,"User/Immersive/collaborative eXperience,Mixed Methods,Performance Measurement,Immersive Virtual Environment,Virtual/Augmented/Mixed Reality,Collaborative Innovation"
hal-01838432,ART,10.1016/j.rcim.2016.12.012,Modeling and design optimization of a robot gripper mechanism,"Alaa Hassan,Mouhammad Abomoharam",Robotics and Computer-Integrated Manufacturing,Elsevier,,2017,,
hal-01837935,ART,10.1080/16258312.2017.1293466,A new fuzzy logic-based metric to measure lean warehousing performance,"Nicolás Buonamico,Laurent Muller,Mauricio Camargo",Supply Chain Forum: An International Journal,Kedge Business School,,2017,,"Wine,KPI,Lean,Warehousing,Supply chain"
hal-03066144,COUV,10.1007/978-3-319-56593-4_11,Conceptual Framework of an Intelligent System to Support Creative Workshops,"Alex Gabriel,Davy Monticolo,Mauricio Camargo,Mario Bourgault",,,,2017,,
hal-02518997,COMM,,Le concept du Green Fablab: une approche distribuée pour le recyclage de polymères en circuit-court dans le cadre de la fabrication additive open-source,"Fabio Cruz,Hakim Boudaoud,Sandrine Hoppe,Mauricio Camargo",,,15ème Congrès de la Société Française de Génie des Procédés (SFGP),2017,2017,
hal-01567444,COMM,,The determination of functional safety concept coupled with the definition of functional architecture: A framework of analysis from the automotive industry,"Pierre Mauborgne,Samuel Deniaud,Eric Levrat,Eric Bonjour,Jean-Pierre Micaelli,Dominique Loise",,,"20th IFAC World Congress, IFAC 2017",2017,2017,
hal-01723993,REPORT,,"Livrable Final "" Linky by Makers "" Productions scientifiques et techniques - Période Janvier 2017 à Juin 2017","Laurent Dupont,Alex Gabriel,Mauricio Camargo",,,,2017,,
hal-01891094,COMM,,L’optimisation multi-échelle appliquée a l’analyse prospective d’une filière produit,"Brunelle Marche,Vincent Boly,Frédérique Mayer,Laure Morel",,,16ème Congrès de la Société Française de Génie des Procédés,2017,2017,"Filière,Optimisation multi-échelle,Analyse prospective"
hal-01838119,COMM,10.1109/ICE.2017.8279887,Innovative product's supply chain: How to model it,"Brunelle Marche,Vincent Boly,Laure Morel,Frédérique Mayer,J. Roland Ortt",,,"2017 International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2017,2017,"Model,Systemic approach,Innovation,Supply chain"
hal-01582548,COMM,10.1109/ICE.2017.8280002,Collaborative Innovation Projects Engaging open communities: a Case Study on Emerging Challenges,"Laurent Dupont,Alex Gabriel,Mauricio Camargo,Claudine Guidat",,,"23rd ICE/IEEE International Conference on Technology, Management and Innovation",2017,2017,"Open hardware,Collaborative innovation,Community of practice,Project management,User-driven innovation,Co-creation"
hal-01723984,COMM,10.1109/ICE.2017.8279939,“Smarterized” urban project process with Living Lab approach,"Jonathan Lacroix,Laurent Dupont,Claudine Guidat,Grégory Hamez",,,"2017 International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2017,2017,"Living Lab,Urban project,Urban project process,Open innovation,Use"
hal-01723983,COMM,10.1109/ICE.2017.8279888,A review of methods for modelling shared decision-making process in a smart city living lab,"Tran Thi Hoang Giang,Mauricio Camargo,Laurent Dupont,Frédérique Mayer",,,"2017 International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2017,2017,"Smart City,Living Lab,Decision- making,Collaboration,Multi-stateholders"
hal-01736697,OTHER,,"Un FabLab\, ça sert à quoi ? The Conversation","Laurent Dupont,Laure Morel,Pascal Lhoste",,,,2017,,
